Casenum,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents
3057,0,0.138076605,0.261372398,12,0
3058,0,0.032092449,2448,11,0
3059,0,0.05674818,0.856535866,10,0
3060,0,0.354783411,487,8,0
3061,0,0.078344305,0.529290429,11,1
3062,0,0.9999999,1.115169288,2,0
3063,0,0.587536101,0.435224254,10,3
3064,0,0.017272146,1776,4,0
3065,0,0,0.173375428,8,0
3066,0,0,16,13,0
3067,0,0.429076645,0.455773561,4,0
3068,0,0.265655598,0.237817576,4,0
3069,0,0.635565188,0.339445138,11,0
3070,0,0.119207845,0.296159916,3,1
3071,0,0.004636258,6,9,0
3072,0,0.667020828,0.608450136,19,3
3073,0,0.071471176,0.379172435,5,3
3074,0,0.080017557,0.285464317,13,1
3075,0,0.856053207,0.185616651,20,0
3076,0,0.020921244,0.304663738,4,0
3077,0,1.013746563,0.165619646,6,1
3078,0,0.221174188,0.69878204,12,1
3079,1,1.020756866,0.439538384,10,2
3080,0,0.04363438,0.221050718,7,0
3081,0,0.836832633,0.050189962,2,0
3082,0,0.098231102,0.059169977,6,0
3083,0,0.025898079,0.006959443,7,0
3084,0,0,393,4,1
3085,0,0.11138879,0.263903353,11,0
3086,0,0.312915428,1007,6,1
3087,0,0.422395579,1.362763916,14,0
3088,0,0,0.552952202,4,1
3089,0,0.9999999,0.276734694,6,0
3090,0,0.013789948,0.016793283,5,0
3091,0,0,0.235273117,4,0
3092,0,0.047838794,201,3,0
3093,1,0,925,3,0
3094,0,0,0,2,0
3095,0,0.455216763,0.907168038,5,1
3096,0,0.446817718,0.258587071,12,2
3097,0,0.059576266,0.073190241,4,2
3098,0,0.482821973,0.26905703,7,0
3099,0,0.042471042,0.005947553,13,1
3100,0,0.022126987,0.005248688,3,0
3101,0,0.057138322,0.169009684,6,0
3102,0,0.148553569,0.625135428,18,0
3103,1,0.801272342,0.486159487,8,1
3104,0,0.016394252,0.280295353,6,0
3105,0,0.463034407,0.269201636,5,0
3106,0,0.046294577,0.257171957,13,1
3107,0,0.039967044,0.202113606,10,2
3108,0,0.027140919,0.003665445,2,1
3109,1,0.015345635,0.031514998,21,3
3110,0,0.004092517,18,4,0
3111,1,0.9999999,0.204984232,2,1
3112,0,0.099508616,0.512738462,14,0
3113,0,0.9999999,0.00817934,2,0
3114,0,0.218159131,2384,8,0
3115,0,0.980203959,0.320707556,6,2
3116,0,0,27,2,0
3117,0,0.203334172,0.350108315,16,3
3118,0,0.011211051,0.077900437,6,0
3119,0,0.049426554,0.187116126,10,0
3120,0,0.9999999,0.019988895,0,2
3121,0,0.549341773,0.133621254,6,2
3122,0,0.021734559,1471,12,0
3123,0,0.069544812,0.670332417,7,2
3124,0,0.129497194,0.397307102,21,1
3125,0,0.207876108,0.106485464,5,1
3126,0,0.047005747,0.183150863,12,0
3127,0,0.307222054,888,8,1
3128,0,0.20784972,0.35834478,4,4
3129,0,0.00049106,2,3,0
3130,0,0.013224669,0.003004808,3,0
3131,0,0.244216172,0.745106206,6,0
3132,0,0.855221695,0.151539069,6,0
3133,0,0.50671726,0.640503517,17,0
3134,0,0.002116499,0.182254545,5,0
3135,0,0.319181411,1.264122646,11,3
3136,0,0.10238573,0.514954742,9,3
3137,0,0.12668872,0.217912835,9,0
3138,0,0.081697277,3417,6,0
3139,0,0.105797741,0.244977169,6,3
3140,0,0.490748003,0.165367906,6,4
3141,0,0.000222215,0.169517008,6,0
3142,0,0.159942231,0.348914858,10,1
3143,0,0.083797905,2168,11,0
3144,1,1.046366936,0.645127342,7,2
3145,0,0.304182734,0.307190679,10,0
3146,0,0.026649334,0.008854613,5,0
3147,0,0.379208177,0.332945827,7,1
3148,0,0.038863814,0.010497376,4,0
3149,0,0.20167579,0.350331788,6,3
3150,1,0.98320224,0.611755298,7,0
3151,0,0.024639786,0.267716535,9,2
3152,0,0.000782541,0.528726062,5,0
3153,0,0.113344333,0.081545064,8,2
3154,0,0.044961122,0.011198208,4,0
3155,0,0.183049785,0.057859881,11,1
3156,0,0.9999999,0.07293595,1,0
3157,0,0.86155976,0.116463737,4,1
3158,0,0.026352288,0.317183609,10,2
3159,0,0.807249353,1.351377953,7,0
3160,0,0.169468356,5808,11,0
3161,0,0.032599403,0.332050385,16,1
3162,0,0.015912352,0.513281919,5,2
3163,0,0.000857116,0.041204139,7,0
3164,0,0.067909796,0.341904958,7,2
3165,0,0.023745023,0.129020017,5,1
3166,0,0.029370869,0.005624297,6,0
3167,0,0.031124444,857,7,1
3168,0,0.128930684,5174,10,1
3169,0,0.01449855,0.271026938,10,3
3170,0,0.062460962,3,3,0
3171,0,0.682231777,0.536546675,6,0
3172,0,0.735804585,6720,6,0
3173,0,0.013317765,0.231096074,12,2
3174,0,0.597505045,0.057944846,12,0
3175,0,0.32345951,0.598743097,9,3
3176,0,0.004962218,0.343869995,22,1
3177,0,0.140722024,0.103252033,4,2
3178,0,0.652222873,0.292569985,11,0
3179,0,0.650034997,0.29494328,9,2
3180,0,0.248722411,0.854271357,7,2
3181,0,0.027759857,514,7,4
3182,0,0.11729413,0.131391031,8,2
3183,0,0.002786012,0.028663937,14,0
3184,0,0.021711496,626,12,NA
3185,0,0.957529964,0.217264082,4,0
3186,0,0.000131824,0.043455313,9,2
3187,0,0.247496295,0.457789105,11,2
3188,0,0.301250236,0.146085817,19,1
3189,0,0.784337179,0.487948637,13,0
3190,0,0,56,2,0
3191,0,0,0,7,0
3192,0,0.066419083,0.733706517,9,0
3193,0,0.820926189,0.550321925,6,2
3194,0,0.180240439,0.186574328,6,0
3195,0,0.002067591,709,4,0
3196,0,0,0.100243559,10,1
3197,0,0.895649944,917,10,NA
3198,0,0.030147045,0.354464554,9,2
3199,0,0.018231792,0.211747902,8,1
3200,0,0.01678859,108,3,0
3201,0,0.014462292,6852,18,0
3202,1,0.036387859,0.706280788,22,2
3203,0,0.113670623,0.623365757,9,0
3204,0,0.009306009,3206,10,0
3205,0,0.054871013,0.243517099,9,5
3206,0,0.013563189,0.005175601,8,0
3207,0,0.748327052,0.177137144,8,0
3208,0,0.461884529,935,8,0
3209,0,0.9999999,0.159107271,0,0
3210,0,0.330990265,0.135818209,10,4
3211,0,0.096601031,724,4,2
3212,0,0.112876573,0.096527904,9,0
3213,0,0.652423172,0.36890595,4,2
3214,0,0.002447381,0.335748792,10,1
3215,1,1.019350677,0.504165014,10,2
3216,0,0.036089549,0.220804035,10,3
3217,0,0.9999999,799,3,0
3218,0,0.039654453,0.236587804,7,0
3219,0,0.015841961,0.002666222,5,0
3220,0,0,1,8,0
3221,0,0.409015631,0.427966614,15,1
3222,0,0.053835957,0.785404865,10,1
3223,0,0.9999999,0.20607243,3,0
3224,0,0.009330223,45,2,0
3225,1,0.297746512,0.436284312,8,0
3226,0,0.621969587,0.277517181,4,1
3227,0,0.318947277,0.15137202,8,0
3228,0,0.9999999,0.083364579,2,0
3229,0,0.179753507,0.39375476,6,2
3230,0,0.99735559,0.276840165,10,0
3231,0,0,0,2,1
3232,0,0.255127612,0.338932806,11,0
3233,0,0.033025035,1083,9,1
3234,0,0.915549026,0.486458333,9,0
3235,0,0.923947157,0.364689843,5,4
3236,0,0.005269744,0.077203965,19,0
3237,0,0.469000729,0.207827453,6,1
3238,0,0.083508417,0.149905745,8,2
3239,0,0.9999999,107,5,0
3240,0,0.359602184,701,5,0
3241,0,0.031702581,0.146887275,9,1
3242,0,0.033628804,0.459180273,9,0
3243,0,0.016544156,1193,15,NA
3244,0,0.971651417,0.053010517,5,0
3245,0,0.658415978,1.402658789,11,0
3246,0,0.28127187,1.022279349,25,0
3247,0,0,5110,8,2
3248,0,0.092782043,0.271483583,8,0
3249,0,0.175913636,0.016325401,4,3
3250,1,0.040564773,0.291714123,15,2
3251,0,0.035121776,0.009690817,8,1
3252,0,0.937062937,0.041983207,4,0
3253,0,0.726609372,0.471305739,5,1
3254,0,0.013758621,0.233421751,8,0
3255,0,0.080465855,0.318059299,13,0
3256,0,0.016630862,0.168292977,14,1
3257,0,0.062123447,7327,18,NA
3258,0,0.001249955,0.790043741,5,0
3259,0,0.482847164,0.414185866,13,1
3260,0,0.014299796,0.177414502,6,0
3261,0,0.005411659,0.159442028,14,1
3262,0,0.075492958,0.055662956,6,0
3263,0,0.095559879,84,4,0
3264,0,0.823466387,0.300223799,11,1
3265,0,0.061205133,1172,9,5
3266,0,0.9999999,0.412559842,3,0
3267,0,0.008236875,0.003197807,5,0
3268,0,0.172440488,0.211878812,5,0
3269,0,0.9999999,1.520953164,4,0
3270,0,0.156169909,0.299628678,9,1
3271,0,0.103415329,0.264563512,10,3
3272,0,0,0.248011519,7,0
3273,0,0.865253898,0.012797441,2,0
3274,1,0.603126754,0.64073727,11,1
3275,0,0.0079996,4,2,0
3276,0,0,0.317068293,12,4
3277,0,0.731383989,0.993174061,16,2
3278,0,0,6,4,0
3279,0,0.061469865,0.284537839,13,4
3280,0,0.348853205,403,3,0
3281,0,0.361326983,0.415718718,7,0
3282,0,0.7807361,0.411117776,7,1
3283,0,0.124008663,0.24475426,22,1
3284,0,0.191115555,1185,5,0
3285,0,0.20134649,1636,6,0
3286,0,0.019689884,491,7,0
3287,0,0.9999999,0.136807818,1,0
3288,0,0.409143189,5969,19,1
3289,0,0.281489173,5024,9,0
3290,0,1.000893275,0.597652219,11,0
3291,0,0.111061176,1.121151539,7,2
3292,0,0.62956174,232,7,NA
3293,1,0.047060392,0.728098873,4,0
3294,0,0.42506812,0.182115594,2,0
3295,0,0.996087524,0.58811832,10,0
3296,0,0.237317827,2222,10,0
3297,0,0.9999999,0.253725712,4,4
3298,0,0.024568587,0.00823391,7,0
3299,0,0.038600188,0.308892148,14,2
3300,0,0.296721292,0.119565217,5,0
3301,0,0.008087838,0.094123385,18,0
3302,0,0.75762641,0.250085587,8,2
3303,0,0.177524045,0.417318329,9,2
3304,0,0.37576652,0.29595631,11,2
3305,0,0.001586862,0.209158168,8,1
3306,0,0.00114793,0.000253936,8,0
3307,0,0.273744785,0.502382213,12,0
3308,0,0.441138682,0.103718665,11,0
3309,0,0.020667849,3634,10,0
3310,0,0.120582445,0.402832743,8,0
3311,0,0.067631079,0.172655488,3,0
3312,0,0.38326366,2.362339515,28,0
3313,0,0.039132464,0.009256085,8,0
3314,0,0.010300854,0.001940805,5,0
3315,0,0.9999999,0,0,0
3316,0,0,0.328,10,1
3317,0,0.760799955,0.146632875,6,2
3318,1,0.9999999,0,1,0
3319,0,0.803067812,0.311773528,9,0
3320,0,0.231025629,2.68378241,4,1
3321,0,0,0.089371981,7,0
3322,1,0.89010697,0.986361297,12,3
3323,0,0.009355495,0.147890677,12,0
3324,0,0.579785018,0.41466157,12,0
3325,0,0.466187365,0.580598104,8,0
3326,0,0.105312427,0.461467467,27,0
3327,0,0.103125744,0.03812825,8,0
3328,0,0.020211509,0.786372402,11,0
3329,0,0.991126109,0.311652704,12,2
3330,0,0.17403905,0.122027426,10,0
3331,0,0.112433173,0.758310422,10,5
3332,0,0.228500277,0.536099042,15,0
3333,0,0,2261,7,0
3334,0,0.9999999,0,0,0
3335,0,0.259492792,0.953496628,5,2
3336,0,0.014060322,0.162399415,8,4
3337,0,0.154331952,0.129224149,9,2
3338,0,0.168677611,0.137035949,7,0
3339,0,0.059036711,0.664167916,10,0
3340,0,0.01289871,0.599840043,7,4
3341,1,0.426294821,396,2,NA
3342,0,0.027875409,0.7296967,8,2
3343,0,0.000119087,0.23890148,16,0
3344,0,0.00218162,2.112138728,5,0
3345,0,0.030781829,0.290008267,12,0
3346,0,0.9999999,881,3,0
3347,0,0.380139152,0.410239317,11,5
3348,0,0.704174229,0.125138837,3,2
3349,0,0.02219852,11,6,0
3350,0,0,0.367690783,10,2
3351,0,0.157536985,1322,4,0
3352,1,0.563819824,0.181116983,15,2
3353,1,0.87064117,1238,4,0
3354,0,0.542539948,1.501749125,5,0
3355,0,0.107609432,0.341422048,10,0
3356,0,0.216141416,0.257909875,9,0
3357,0,0.195915787,0.293941212,15,0
3358,0,0.024532243,0.294082126,6,0
3359,0,0.772934899,2165,7,0
3360,0,0.08987295,0.227384736,14,2
3361,0,0.016899155,0.132657892,5,4
3362,0,0.002689593,584,19,0
3363,0,0.07339485,0.00549945,3,0
3364,0,0.016310152,3009,11,0
3365,0,0.000920217,0.273918129,8,2
3366,0,0.024304327,0.007529379,11,0
3367,0,0.035994001,2343,3,0
3368,0,0.9999999,0,0,0
3369,0,0.9999999,10,0,NA
3370,0,0,0,2,0
3371,0,0.9999999,9260,7,4
3372,0,0.94740263,0.344794878,5,0
3373,0,0.082723513,0.311240123,6,2
3374,0,0.084927996,0.227182144,8,3
3375,0,0.04570923,0.018897638,10,0
3376,0,0.09476686,0.074750216,6,0
3377,0,0.051347442,0.276551662,23,0
3378,0,0.627720815,0.605693069,8,0
3379,0,0.207741025,0.283842383,16,3
3380,0,0.030908087,0.007938681,6,1
3381,0,0.9999999,0.16928819,4,0
3382,0,0.068196672,0.375574169,10,2
3383,0,0.977767408,0.453858688,3,2
3384,0,0.743834997,0.446722635,9,2
3385,0,0.007483176,0.239875723,9,2
3386,0,0.999820885,0.456908618,6,3
3387,0,0.031530573,0.290463692,11,2
3388,1,0.9999999,0,0,0
3389,0,0.001922094,0.361088612,6,0
3390,0,0.114043727,2636,14,0
3391,0,0.207379262,66,4,0
3392,0,0.259913362,0.607421875,3,1
3393,0,0.01551059,5,5,0
3394,0,0.634536546,4985,5,3
3395,0,0.052494751,1112,3,NA
3396,0,0.012178706,0.16195951,5,0
3397,0,0.000657885,0.230791203,12,0
3398,0,0.379550083,1322,5,1
3399,0,0.31557895,0.113314448,6,1
3400,0,0.153179576,0.262382995,6,1
3401,1,0.9999999,0.357910522,6,2
3402,0,1.290886392,0.0153787,3,0
3403,0,0.2228304,0.555744347,18,2
3404,0,0.952403808,1921,5,0
3405,0,0.127724818,0.595674377,9,3
3406,0,0.002733273,0.000363152,5,0
3407,0,0.001382312,0.109240897,8,0
3408,0,0.017054866,0.098852604,15,0
3409,0,0.770027056,0.457159287,10,1
3410,0,0.013620239,0.004761451,16,0
3411,0,0.16954092,0.402091986,23,0
3412,0,0.497524489,0.379180091,4,2
3413,0,0.510128913,0.616966581,4,1
3414,0,0.493769074,0.372816503,11,2
3415,0,0.01679832,0.118122977,4,0
3416,0,0.053761543,0.007220217,5,0
3417,1,0.834839454,0.212615792,10,3
3418,0,0.018886158,3756,2,0
3419,0,0.925591362,0.852429514,12,0
3420,0,0.16698255,253,7,0
3421,1,0.014245716,517,9,NA
3422,0,0.984803039,0.090694935,6,0
3423,0,0.9999999,1664,7,0
3424,0,0.271945611,0.564302252,9,0
3425,0,0.305488701,0.31478087,13,0
3426,0,0.3021295,0.080900751,6,1
3427,0,0,0.33962893,2,1
3428,0,0.404801425,0.038004622,12,0
3429,0,0.04905742,0.131502423,6,0
3430,0,0.9999999,417,0,0
3431,0,0.432810804,0.274928751,11,0
3432,0,0.9999999,2319,9,0
3433,0,0.045607704,0.431097638,11,0
3434,0,0.026471914,1351,11,0
3435,0,0.200168704,0.334943639,24,1
3436,0,0.062534085,0.589543938,5,0
3437,0,0.303232256,83,3,NA
3438,0,0.033852007,0.001481372,3,2
3439,0,0.06559672,0.064985873,5,0
3440,0,0.812976817,0.59215396,8,0
3441,0,0.001877165,0.190668888,15,0
3442,0,0.718032455,0.570440429,9,2
3443,0,0.215081812,0.018141097,5,0
3444,0,0.451169922,0.620374136,5,0
3445,0,0.709779693,0.360867559,9,0
3446,0,0.322263709,0.368798186,14,1
3447,0,0.870475302,0.359260792,7,0
3448,0,0.039033687,2043,10,1
3449,0,0.00067191,0.000999667,5,0
3450,0,0.316708078,0.25,3,0
3451,0,0.0049999,0.763874009,20,0
3452,0,0.101088941,2066,9,NA
3453,0,0.670281912,0.4626837,4,2
3454,0,0.291791196,0.748556344,6,0
3455,0,0.9999999,0.122324816,3,0
3456,0,0.033742916,0.19237435,8,0
3457,0,0.084439517,0.19942832,29,0
3458,0,0.081839952,719,3,0
3459,1,0.841158841,259,3,1
3460,1,0.530960507,0.151082251,10,0
3461,0,0.315455721,0.580209895,8,0
3462,1,0.745738933,0.72425829,11,0
3463,0,0.044791042,0.00119976,1,0
3464,0,0.042229686,0.198125641,5,0
3465,0,0.337527063,0.306972093,17,0
3466,0,0.169395899,0.196779964,2,0
3467,0,0.00119976,0.689265537,5,1
3468,1,0.9999999,0.006959443,0,3
3469,0,0.053656049,0.054539884,9,2
3470,0,0.083525611,0.128774245,6,0
3471,0,0.67329217,0.467996947,11,1
3472,0,0.307546921,3661,7,3
3473,0,0.179905563,0.495011512,13,0
3474,0,0.254763624,0.360161138,7,1
3475,0,0,0.488061127,9,1
3476,0,0,0.699762846,12,0
3477,0,0.9999999,2110,4,0
3478,0,0.421299761,0.394252232,19,2
3479,0,0.125391387,0.276909797,10,0
3480,0,0.151973963,0.190809191,3,0
3481,0,0.076192381,0.006468686,4,0
3482,0,0.164461835,2797,6,0
3483,0,0.007182445,0.223449216,12,0
3484,0,0.880622408,0.367380244,11,0
3485,0,0,0.145817774,4,1
3486,0,0.19177938,0.491754123,8,0
3487,0,0.401799894,0.347455949,7,0
3488,0,0.543903306,0.114359415,8,0
3489,0,0.31324725,0.114670177,5,1
3490,1,0.708234174,2459,10,0
3491,0,0.881941204,0.586715867,6,0
3492,0,0.190439709,0.070461635,11,2
3493,0,0.342432034,2874,15,0
3494,0,0.024177708,903,7,0
3495,0,0.227325756,0.082487196,19,0
3496,0,0.030541753,0.168787676,3,0
3497,0,0.044561804,1595,7,2
3498,0,0.726012744,1.101559376,7,1
3499,0,0.082875846,0.383936011,14,3
3500,0,0.30028332,3615,13,0
3501,1,0.711237719,0.57706049,9,1
3502,0,0.147872892,0.234692077,11,2
3503,0,0.040806774,0.285567364,5,0
3504,0,0.028982068,0.053595712,5,1
3505,0,0.004407374,0.289156627,5,2
3506,0,0.096752358,0.18530245,23,0
3507,0,0.108635655,5774,9,0
3508,0,0.048747563,0.070923126,4,0
3509,1,0,0.084269663,1,2
3510,0,0.053176061,1740,11,0
3511,0,0.078474137,0.268060995,7,0
3512,0,0.145202611,0.1412219,4,0
3513,0,0.000132625,0.429550908,10,2
3514,0,0.300389039,0.546342271,21,1
3515,0,0.276693644,0.680188544,16,1
3516,0,0.038665636,0.236617443,9,2
3517,0,0.099069418,1609,8,0
3518,0,0.386863559,0.829552926,12,0
3519,0,0.475711244,0.517495396,7,1
3520,0,0.564996328,0.346033729,4,0
3521,1,0.974792261,1.383846356,11,4
3522,0,0.310491826,0.193222479,7,0
3523,0,0.055957762,0.020391843,6,0
3524,0,0.245599874,0.926661669,15,3
3525,0,0.167412509,0.076581247,10,0
3526,0,0,2,6,0
3527,0,0.014249644,0.015984016,2,0
3528,0,0.532744167,0.239034795,12,0
3529,0,0.249558181,2175,9,2
3530,0,0,0.578962054,7,0
3531,0,0.035999363,0.288053366,7,0
3532,0,0.052371522,0.011134308,2,0
3533,0,0.038381141,0.152130441,12,0
3534,0,0.441912454,7582,19,0
3535,0,0.262373763,0.23244189,8,0
3536,0,0.560878244,834,2,1
3537,0,0.613901362,0.273156986,8,0
3538,0,0.008634527,0.152637147,7,0
3539,0,0.110626005,0.065089779,8,0
3540,0,0.007035051,0.057608264,12,0
3541,0,0.004092833,2018,9,0
3542,0,0.166975688,0.344813655,6,2
3543,0,0.440775341,0.2504363,9,2
3544,0,0.123991143,0.322534197,6,1
3545,0,0,1.282679739,7,0
3546,0,0.067120805,2555,5,0
3547,1,0.972232905,1.179950014,10,1
3548,0,0.817085099,0.194561088,6,0
3549,0,0.006329263,0.124310055,3,1
3550,0,0.003324161,0.002855103,4,0
3551,0,0.064793409,0.322903188,15,1
3552,0,0.9999999,0.001420051,1,0
3553,0,0.014998636,0.780129336,4,0
3554,0,0.003359529,2473,24,0
3555,0,0.17588426,0.243410289,11,1
3556,0,0.9999999,0,0,3
3557,0,0.307869213,0.424597764,6,1
3558,0,0.187003754,0.587661546,5,0
3559,0,0.133440951,0.651569738,8,4
3560,0,0,0.608821242,8,2
3561,0,0.712165374,0.219445139,13,0
3562,0,0,0.180681427,10,0
3563,0,0.292670733,2642,4,3
3564,0,0.09631241,0.067418426,6,0
3565,0,0.034465324,0.378210439,4,0
3566,0,0.099420766,0.434565435,8,0
3567,0,0.268524383,0.865056227,5,1
3568,0,0.034177541,0.33352081,12,0
3569,0,0.032890111,0.144142643,8,1
3570,0,0.298773749,0.393677384,11,0
3571,0,0.228348139,0.514637658,21,0
3572,0,0,1178,19,0
3573,0,0.170731707,0.164967563,4,3
3574,0,0.1262633,0.682219242,10,2
3575,0,0.947817059,4471,10,0
3576,0,0.457662003,0.300206505,18,0
3577,0,0,0.091171108,2,0
3578,0,0.022098011,0.242501,17,0
3579,0,0.020314997,0.182744501,17,0
3580,0,0.801448481,3259,10,1
3581,0,0.984611389,0.103448276,8,0
3582,0,0.9999999,0.597867141,13,2
3583,0,0.093869133,685,5,0
3584,0,0.174794174,0.422003929,5,0
3585,0,0.020886659,1.000666223,5,0
3586,0,0.145503029,0.425414365,15,0
3587,0,0,0.828021497,9,3
3588,0,0.015536548,0.155537785,4,0
3589,0,0.088509958,2816,6,0
3590,0,0.465622114,0.306154246,5,2
3591,0,0.002986435,1271,9,0
3592,0,0.07854039,0.127343245,4,2
3593,1,0.018899055,1517,5,0
3594,0,0.001068662,1.361919347,13,4
3595,0,0.273376935,587,8,0
3596,0,0.597964147,0.474338196,7,2
3597,0,0.955474852,0.563641175,17,2
3598,0,0.225102584,0.331958505,17,0
3599,0,0.000221556,0.228620411,10,2
3600,0,0.098956272,0.017210035,2,0
3601,0,0.031397875,0.062149008,3,1
3602,1,0.7509038,0.120606155,6,0
3603,0,0.003999917,0.169478815,8,1
3604,0,0.046415495,724,6,0
3605,0,0.356550722,0.031242189,2,2
3606,0,0.826128266,0.07532078,3,0
3607,0,0.9999999,0.011423132,5,0
3608,0,0.051547423,0.51109778,4,1
3609,0,0.867455686,0.784253051,12,0
3610,0,0.144309282,0.00684369,4,0
3611,0,0.219835804,0.516918647,8,1
3612,0,0.043190141,1783,10,1
3613,0,0.402665929,0.145365979,9,0
3614,0,0,0.310335782,7,2
3615,0,0.000464637,0.172056132,4,0
3616,0,0.015881861,0.106304836,6,1
3617,0,0.316715023,0.423288356,5,0
3618,0,0.001817922,1544,8,0
3619,0,0.036454819,0.085076597,7,0
3620,0,0.010350747,29,6,NA
3621,0,0.013996001,0.002416918,3,0
3622,0,0.062120689,0.284083913,12,2
3623,1,0.573024314,0.394758228,14,0
3624,0,0.581681255,0.807162534,10,0
3625,0,0.108719164,0.205980383,17,0
3626,0,0.046296046,791,4,0
3627,0,0.196727317,2225,11,0
3628,0,0.819552164,0.421583271,13,2
3629,0,0.037132096,1085,9,0
3630,0,0.091747133,2196,10,0
3631,0,0.603412687,0.963928727,7,0
3632,0,0.552990627,0.109875295,11,0
3633,0,0.090272311,0.362469136,20,2
3634,0,0.187665903,0.546100866,15,2
3635,0,0.045909077,0.151840314,6,1
3636,0,0.004200495,521,5,0
3637,0,0.533133352,245,10,NA
3638,0,0.022890862,77,3,0
3639,0,0.887155258,0.628612979,12,3
3640,1,0.253193837,650,7,0
3641,0,0.004857489,0.4130539,15,0
3642,0,0.009553982,0.000567151,3,0
3643,0,0.052485068,1930,9,NA
3644,0,0.12756653,0.016920877,3,0
3645,0,0.192013194,2135,18,1
3646,0,0,0.446996466,14,2
3647,0,0.334479122,0.187130435,10,0
3648,0,0.136917106,0.210580913,14,0
3649,0,0.057925319,45,10,NA
3650,0,0.011742689,0.10326676,15,0
3651,0,0.087262779,0.351002865,10,3
3652,1,0.9999999,0.791069643,7,1
3653,1,0.99142402,0.892328398,9,0
3654,0,0.109563603,0.009599596,5,0
3655,0,0.200574438,0.392993979,5,3
3656,0,0.949164131,0.361268719,6,0
3657,0,0.9999999,0.025095602,1,1
3658,0,0.121471896,4783,12,2
3659,0,0,0,4,NA
3660,0,0.088353372,872,20,0
3661,0,0.137087348,0.317101905,8,0
3662,0,0.42726718,1.067191453,10,0
3663,0,0.38269238,0.223110984,5,2
3664,0,0.321610589,0.413602674,5,0
3665,1,0.29814801,0.299518226,21,0
3666,0,0.0279992,1501,14,0
3667,0,0.081304056,0.41640437,12,3
3668,0,0.069946503,0.411379987,5,0
3669,0,0.667827882,0.624864572,6,0
3670,0,1.129353234,0.031916939,1,1
3671,0,0.01347141,3260,12,0
3672,0,0.165095687,0.398375254,9,0
3673,0,0.9999999,0,0,NA
3674,0,0.9999999,0,2,0
3675,0,0.11842978,0.24550036,20,1
3676,0,0.9999999,36,1,0
3677,0,0.9999999,0.516329705,8,1
3678,1,0.9999999,0.130455986,4,2
3679,0,0.014090663,0.136033229,5,0
3680,0,0.001687395,0.206558688,5,0
3681,0,0.013878262,0.002661505,11,0
3682,0,0.08221724,0.765605096,13,0
3683,0,0.07015966,0.4,13,1
3684,0,0.346847336,0.405312768,15,3
3685,0,0.189842597,0.346860405,15,2
3686,0,0.335435057,0.295169502,11,0
3687,0,0.184128777,0.41863162,9,0
3688,0,0.344181899,0.320307426,6,2
3689,0,0.173909699,1604,4,0
3690,0,0.276532653,120,1,NA
3691,1,0.9999999,828,3,0
3692,0,0.159092045,0.279276279,8,1
3693,0,0.072891991,0.066155641,4,0
3694,0,0.061516973,0.336806652,9,0
3695,0,0,0.600086374,4,4
3696,0,0.139432491,371,8,0
3697,0,0.202612053,0.334735071,14,2
3698,0,0.000291661,0.241921678,11,1
3699,0,0.9999999,0.272370487,1,2
3700,0,0.020132662,0.002832861,2,0
3701,0,0.098066711,248,7,4
3702,0,0.281885767,0.164475902,7,0
3703,0,0.002748573,0.14913427,19,2
3704,0,0.641712292,0.31239213,15,4
3705,0,0.087947533,5.184259838,10,0
3706,0,0.824774841,1.009247688,18,0
3707,0,0,0.24569324,10,0
3708,0,0.028980974,0.226452378,13,0
3709,0,0.9999999,0,1,1
3710,0,0.005653629,0.243918694,6,0
3711,1,0.845686173,0.257958673,9,0
3712,1,0.9999999,0.444334488,3,0
3713,0,0,0.226954609,7,0
3714,0,0.021080132,1.209916034,11,1
3715,0,0.209296363,0.272727273,8,1
3716,0,0.011739647,0.278021576,7,0
3717,0,0.9999999,0,1,0
3718,0,0.115143596,2917,3,0
3719,0,0.111757258,0.306670517,7,0
3720,0,0.010941765,298,5,NA
3721,0,0.009924786,0.003196165,13,0
3722,0,0.883623275,0.309995953,3,1
3723,0,1.144896502,0.536692661,4,0
3724,0,0.111418782,0.339053997,14,3
3725,1,0.9999999,0.254461716,1,1
3726,0,0.107607579,2889,17,0
3727,0,0.024205042,0.00929814,9,0
3728,0,0,0.419274376,5,2
3729,0,0.046762953,0.218795559,10,0
3730,0,0.100936744,28,3,0
3731,0,0.21198522,0.360968452,11,0
3732,0,0.006298227,0.005512679,8,0
3733,0,0,0.133616494,3,1
3734,1,0.600470035,0.151017494,5,0
3735,0,0.088637121,1.012995668,7,2
3736,0,0.626197817,0.121383204,5,0
3737,0,0.48537791,1391,5,0
3738,0,0.095260316,0.315598706,4,2
3739,0,0,0.250838761,10,0
3740,0,0.939825669,0.363686841,9,0
3741,0,0.002119915,0.000275406,1,0
3742,0,0.092636424,3868,16,0
3743,0,0.16388759,0.040682415,3,1
3744,0,0.006842681,0.226297055,11,0
3745,0,0.766781958,0.456835224,14,3
3746,1,0.96948894,165,6,0
3747,0,0.21777832,0.542389688,8,0
3748,1,0.99363752,0.512851897,9,1
3749,1,0.788844622,0.164432285,4,0
3750,0,0.484437241,0.445463698,13,0
3751,0,0.270725487,0.534883721,17,2
3752,1,0.032786885,0.459135216,14,1
3753,0,0.067161455,434,10,1
